name,x86_64-linux,aarch64-linux,x86_64-darwin,aarch64-darwin
nvidia-mig-parted,,,330625757,330625758
obitools3,329353776,329353772,329353774,329353773
obliteratus,,331627543,,
ocamlPackages.class_group_vdf,,,329537137,329537095
ocamlPackages.ecaml,,,329355040,329355030
ocamlPackages.gapi-ocaml,,,329355286,329355282
ocamlPackages.janeStreet.ecaml,,,329355894,329355892
ocamlPackages.janeStreet.janestreet_cpuid,,329355972,,329355970
ocamlPackages.janestreet_cpuid,,329356399,,329356398
ocamlPackages.llvm,,,329537252,329537231
ocamlPackages.magic-trace,,330600141,,
ocamlPackages.owl,,,,329537256
ocamlPackages.processor,,,329358052,
ocamlPackages.stog,,,,330600147
ocamlPackages_latest.class_group_vdf,,,329537391,329537388
ocamlPackages_latest.ecaml,,,329360179,329360175
ocamlPackages_latest.gapi-ocaml,,,329360427,329360425
ocamlPackages_latest.janeStreet.ecaml,,,329361041,329361040
ocamlPackages_latest.janeStreet.janestreet_cpuid,,329361118,,329361122
ocamlPackages_latest.janestreet_cpuid,,329361547,,329361537
ocamlPackages_latest.llvm,,,329537525,329537523
ocamlPackages_latest.magic-trace,,330600266,,
ocamlPackages_latest.owl,,,,329537547
ocamlPackages_latest.processor,,,329363194,
ocamlPackages_latest.stog,,,,330600275
octaveFull,,,331740575,
octavePackages.ocl,,,331740642,331740657
onednn_2,,329364923,,
open-policy-agent,,,329365122,329365116
open-scq30,331915929,331915930,,
open5gs-webui,,,329365143,329365139
openbabel,,329365203,,
opencloud-desktop-shell-integration-resources,,,331536934,331536929
opencloud-desktop,,,331536928,331536925
opencode,,,,331741492
opencomposite,,,331392159,331392156
opengothic,,329365428,,
openlist,,,,331654305
openpa,,,329365702,329365699
openroad,331704366,,,
openrussian-cli,329365812,329365810,329365822,329365826
openscad-unstable,,,331740681,
openscad,,,331740682,331740677
openssh-askpass,,,329365944,329365941
openstackclient-full,,,331702921,
openvscode-server,,,331666623,
osmctools,,,329366432,329366430
osrm-backend,,,330685882,330685887
otel-cli,,,329366542,
outguess,,,329366611,329366610
overlayed,331754253,,,
owmods-gui,331754254,,331754256,
owncloud-client,,,331536943,331536942
oxker,,,329366730,329366727
p4c,329366754,329366755,,
packcc,,,329366823,329366822
pam_gnupg,,,329366948,329366946
pam_xdg,,329366981,,329366978
papra,,,331627593,331627594
par-lang,,,331740698,
paraview,,,,331741507
parmmg,,,,331741514
parsedmarc,,,331663459,
partclone-utils,,,329367594,329367593
pawn-appetit,331754260,,331754261,331754262
paxtest,329367842,329367843,,
pcem,,331042097,,
pcl,331741510,,,
pdf-cli,,329367990,,
perl5Packages.FutureIO,,,329370995,
perl5Packages.Gtk3ImageView,,,331667402,331667401
perlPackages.FutureIO,,,329378587,
perlPackages.Gtk3ImageView,,,331667404,331667403
pg_featureserv,,,329383599,
pgadmin4-desktopmode,,,331663475,
pgadmin4,,,331663478,331663480
pgdog,,,331754269,
pget,,,329383648,
phytool,,,329386230,329386224
picat,,,329386249,329386247
picoclaw,,,331525544,
picolibc,,,329386296,329386294
pidginPackages.purple-plugin-pack,329386369,329386368,,
pike,,329386433,,
pimsync,,,331587329,
pinokio,,,329386532,
piped,,,331511175,
pixieditor,,,331627685,331627682
pkcs11-provider,,,330778799,
pkgsRocm.adios2,331654380,,,
pkgsRocm.blender,331715253,,,
pkgsRocm.kaminpar,331654457,,,
pkgsRocm.migrate,331654480,,,
pkgsRocm.netgen,331654496,,,
pkgsRocm.nwchem,331654497,,,
pkgsRocm.pdi,331654519,,,
pkgsRocm.petsc,331654525,,,
pkgsRocm.python3Packages.adios2,331654541,,,
pkgsRocm.python3Packages.gpuctypes,331654632,,,
pkgsRocm.python3Packages.meep,331654710,,,
pkgsRocm.python3Packages.netgen-mesher,331654733,,,
pkgsRocm.python3Packages.petsc4py,331654765,,,
pkgsRocm.quantum-espresso,331654534,,,
pkgsRocm.simpleitk,331741575,,,
pkgsRocm.viskores,331741578,,,
plausible,,,331754342,
plzip,,,329387730,329387729
pmars-x11,,,329387745,329387741
pnetcdf,,,329387783,329387780
podman-tui,,,331741588,
podofo,,,331504131,331504129
podofo0,,,330581535,330581532
polkadot,,,331667425,331667429
postgresql14Packages.pointcloud,,,,329388483
postgresql19Packages.anonymizer,331685937,331685927,,
postgresql19Packages.apache_datasketches,331685942,331685935,,331685936
postgresql19Packages.hypopg,331685929,331685934,,331685925
postgresql19Packages.omnigres,331715407,331715417,,
postgresql19Packages.pg_bigm,331685954,331685951,,331685964
postgresql19Packages.pg_cron,331685961,331685960,,331685957
postgresql19Packages.pg_duckdb,331685971,331685978,,331685967
postgresql19Packages.pg_graphql,331685973,331686014,,
postgresql19Packages.pg_hll,331685976,331686070,,331685974
postgresql19Packages.pg_ivm,331685979,331686011,,331685975
postgresql19Packages.pg_net,331685987,331685998,,331685983
postgresql19Packages.pg_rational,,,,331686020
postgresql19Packages.pg_roaringbitmap,331686007,331686086,,331686013
postgresql19Packages.pg_search,331686071,331686017,,
postgresql19Packages.pg_similarity,331686026,331686010,,331686018
postgresql19Packages.pg_textsearch,331686039,331686027,,331686034
postgresql19Packages.pg_tle,331686104,331686023,,331686021
postgresql19Packages.pg_topn,331686029,331686065,,331686025
postgresql19Packages.pgroonga,331686094,331686053,,331686046
postgresql19Packages.pgvector,331686142,331686067,,331686066
postgresql19Packages.pgvectorscale,331686100,331686073,,
postgresql19Packages.pgx_ulid,331686126,331686092,,
postgresql19Packages.pointcloud,331686117,331686103,,331686112
postgresql19Packages.repmgr,331686143,331686150,,331686108
postgresql19Packages.rum,331686119,331686107,,331686106
postgresql19Packages.tds_fdw,331686134,331686137,,331686113
postgresql19Packages.temporal_tables,331686121,331686118,,331686138
postgresql19Packages.timescaledb-apache,331686144,331686156,,331686128
postgresql19Packages.vectorchord,331686152,331686135,,
postgresql19Packages.wal2json,331686133,331686130,,331686136
postgresql_19,,,331686147,
postsrsd,,,329389855,329389854
powertabeditor,,,329389956,329389949
prime-server,,,329390182,329390178
prmt,,,331667431,331667432
prometheus-jitsi-exporter,,,329390522,
prometheus-mikrotik-exporter,,,329390571,329390573
protoc-gen-js,,,329390942,329390934
prox,,,329391062,
proxysql,329391103,329391102,,
ptouch-print,,,329391297,329391293
puredata,,,329391489,329391486
pycoin,,,,329391649
python313Packages.ai-edge-litert,331667437,,,
python313Packages.aiosonic,,,329392805,329392799
python313Packages.aioxmpp,,,331657078,
python313Packages.amazon-ion,,,329393136,329393133
python313Packages.angr,331704529,331704524,331704536,331704526
python313Packages.arviz-plots,,,,331715512
python313Packages.autopxd2,329394180,329394177,329394178,329394176
python313Packages.ax-platform,331715532,,,331715526
python313Packages.batchspawner,,,331657124,
python313Packages.borb,329395704,329395705,329395709,329395703
python313Packages.brian2,329538238,329538237,329707827,329538239
python313Packages.capa,,,,331670755
python313Packages.cert-chain-resolver,329396304,329396302,329396303,329396301
python313Packages.cmdstanpy,,,,331715568
python313Packages.control,,,330752821,330752819
python313Packages.credsweeper,,331455230,,
python313Packages.cx-freeze,,329397894,,
python313Packages.daemonocle,331703029,,,
python313Packages.dartsim,,,331686186,
python313Packages.dashscope,,,331411115,331411112
python313Packages.datalad,,,331703033,
python313Packages.dbus-fast,,,331042488,331042490
python313Packages.deepwave,330910962,,,
python313Packages.deid,,,329398482,329398479
python313Packages.dicomweb-client,,,329398667,329398664
python313Packages.django-scheduler,330689424,330689427,330689426,330689425
python313Packages.dmsuite,,,329399823,
python313Packages.dockerspawner,,,331657166,
python313Packages.donut-shellcode,,329400004,329400007,329400003
python313Packages.duct-py,,,329747962,329747960
python313Packages.es-client,329400890,329400882,329400887,329400889
python313Packages.exiv2,,,329401126,329401130
python313Packages.filterpy,,,,329401611
python313Packages.flash-linear-attention,,,,331657198
python313Packages.func-timeout,,,329402445,
python313Packages.fusepy,,,330683168,330683169
python313Packages.gdcm,,,,331741652
python313Packages.geant4,,,,331667470
python313Packages.git-dummy,,,329402949,329402948
python313Packages.glean-sdk,331531760,331531759,,
python313Packages.graphite-web,329403602,329403600,329403596,329403594
python313Packages.hatch,,,331681648,
python313Packages.hmmlearn,,329404352,329404353,329404351
python313Packages.i3ipc,,,331916128,331916129
python313Packages.imagededup,,,330911158,
python313Packages.intensity-normalization,329405283,329405294,329714549,329714548
python313Packages.iocx,,,330732264,
python313Packages.ipympl,,,331657230,
python313Packages.iterfzf,,,330600513,330600517
python313Packages.jeepney,,,329405800,329405799
python313Packages.jupyter-collaboration,331704789,331704786,331704797,331704795
python313Packages.kopf,,,331425146,
python313Packages.lark-oapi,331715779,331715777,331715781,
python313Packages.libbs,331587713,331587716,331587712,331587714
python313Packages.line-profiler,329407508,329407499,329407505,329407502
python313Packages.locust-cloud,,331663624,,
python313Packages.mace-torch,,,331704818,
python313Packages.mlt,,,331053560,331053559
python313Packages.monosat,,,330622556,330622557
python313Packages.mpv,,,331740823,331740821
python313Packages.mrsqm,329409717,329409714,329409715,329409713
python313Packages.nidaqmx,329411901,329411902,329411904,329411903
python313Packages.niquests,,,331512343,331512344
python313Packages.openbabel,,329412737,,
python313Packages.opentelemetry-instrumentation-botocore,329412912,329412908,329412913,329412907
python313Packages.opentelemetry-instrumentation-system-metrics,,,329412969,329412964
python313Packages.openusd,,,331716025,
python313Packages.opytimark,329413093,,,
python313Packages.overpy,,,329413326,329413321
python313Packages.paddlepaddle,,331628220,,
python313Packages.parsedmarc,,,331663663,
python313Packages.pgmpy,,,331523305,
python313Packages.proton-core,,,331617602,331617603
python313Packages.pvlib,329415293,329415294,329714844,329714846
python313Packages.pyamg,,,329415664,329415663
python313Packages.pycoin,,,,329416036
python313Packages.pyeclib,,,329416419,329416418
python313Packages.pyipv8,329417067,329417077,329417152,329417140
python313Packages.pyitachip2ir,,,329417091,329417088
python313Packages.pykdtree,,329417164,,
python313Packages.pylibjpeg-rle,,,329417314,329417303
python313Packages.pylsl,,,329417408,329417406
python313Packages.pynest2d,331525831,331525830,,
python313Packages.pyomo,,,329417928,329417919
python313Packages.pyside6-qtads,329418669,329418673,329418804,329418777
python313Packages.pyslurm,331740851,331740850,,
python313Packages.pysmbc,,,330626823,330626817
python313Packages.pytelegrambotapi,,,331392857,
python313Packages.python-djvulibre,,,329419888,329419887
python313Packages.python-fontconfig,329419965,,329419967,
python313Packages.python-prctl,,329420378,,
python313Packages.python-redis-lock,,,331392863,331392860
python313Packages.pyttsx3,,,329420835,329420824
python313Packages.pywebview,,,329421068,329421134
python313Packages.qemu,331588051,331588045,331588047,331588044
python313Packages.raylib-python-cffi,,,331579443,331579442
python313Packages.rds2py,,,329421611,329421613
python313Packages.recoll,,,331916252,331916259
python313Packages.requirements-detector,329422027,329422023,329422022,329422026
python313Packages.scantree,,,329422882,329422877
python313Packages.semgrep,,331916260,,
python313Packages.serialx,,,331539173,
python313Packages.solidpython2,,,330334088,330334089
python313Packages.telnetlib3,,,331686507,
python313Packages.torchmd-net,,,,331548721
python313Packages.torchsnapshot,,330911953,,
python313Packages.usearch,,331504358,,
python313Packages.vowpalwabbit,,,329430967,329430965
python313Packages.vtk,,331741718,,
python313Packages.weasyprint,,,329431217,329431220
python313Packages.wikitextprocessor,,,330581866,
python313Packages.ws4py,,,329431622,
python313Packages.xdot,,,,331667617
python313Packages.yara-x,,,331754671,
python314Packages.ai-edge-litert,331667622,,,
python314Packages.aiokef,329433087,329433083,329433084,329433080
python314Packages.aiosasl,329433325,329433326,329433327,329433320
python314Packages.aiosonic,,,329433375,329433378
python314Packages.amazon-ion,,,329433707,329433705
python314Packages.angr,331705180,331705177,331705181,331705175
python314Packages.ansible,,,331671046,
python314Packages.arelle-headless,,,331716341,
python314Packages.arelle,,,331716337,
python314Packages.autopxd2,329434737,329434735,329434736,329434734
python314Packages.ax-platform,331716358,,,
python314Packages.base64io,329435578,329435576,329435577,329435575
python314Packages.borb,329436250,329436247,329436249,329436245
python314Packages.brian2,329541124,329541122,329709583,329541127
python314Packages.btrsync,330734042,330734049,,
python314Packages.canopen,,,329436652,
python314Packages.capa,,,331671074,331671073
python314Packages.cert-chain-resolver,329436835,329436832,329436834,329436831
python314Packages.class-doc,329437157,329437150,329437152,329437151
python314Packages.cmdstanpy,,,,331716410
python314Packages.control,,,330752945,330752944
python314Packages.credsweeper,,331455974,,
python314Packages.crochet,,,,329438133
python314Packages.cx-freeze,,329438395,,
python314Packages.dashscope,331411645,331411638,,
python314Packages.dbt-common,329438760,329438755,329438756,329438758
python314Packages.dbus-fast,,,331043354,331043355
python314Packages.deap,,,331754720,
python314Packages.deepwave,330912213,,,
python314Packages.deid,,,329438959,329438957
python314Packages.dicomweb-client,,,329439141,329439145
python314Packages.disposable-email-domains,,,331754723,
python314Packages.django-cacheops,331393113,331393116,331393111,331393118
python314Packages.django-q2,331393127,331393122,,
python314Packages.django-scheduler,330689808,330689812,330689809,330689811
python314Packages.dmsuite,,,329440287,
python314Packages.donut-shellcode,,329440463,329440462,329440461
python314Packages.duct-py,,,329749591,329749578
python314Packages.elastic-apm,329441048,329441054,329441070,329441063
python314Packages.es-client,329441329,329441326,329441325,329441330
python314Packages.exiv2,,,329441567,329441561
python314Packages.filterpy,,,,329442032
python314Packages.flash-linear-attention,,,,331657766
python314Packages.fritzconnection,,,,329442776
python314Packages.func-timeout,,,,329442837
python314Packages.fusepy,,,330683240,330683243
python314Packages.gdcm,,,,331741774
python314Packages.git-dummy,,,329443326,329443322
python314Packages.gitingest,,,331754739,
python314Packages.glean-sdk,331531903,331531900,,
python314Packages.graphite-web,329443968,329443972,329443971,329443975
python314Packages.hatch,,,331681861,
python314Packages.hmmlearn,,329444711,329444714,329444710
python314Packages.i3ipc,,,331916347,331916343
python314Packages.imagededup,,,330912385,
python314Packages.intensity-normalization,329445633,329445627,329715244,329715243
python314Packages.iterfzf,,,330600698,330600700
python314Packages.jeepney,,,329446147,329446145
python314Packages.jupyter-collaboration,331705389,331705390,331705393,331705386
python314Packages.kopf,,,,331426060
python314Packages.lark-oapi,,,331716584,
python314Packages.libbs,331589567,331589565,331589564,331589566
python314Packages.line-profiler,329447802,329447800,329447804,329447797
python314Packages.linearmodels,,,,331716614
python314Packages.locust-cloud,,331663813,,
python314Packages.mace-torch,,,331705419,
python314Packages.mlt,,,331053864,331053863
python314Packages.monosat,,,330622626,330622625
python314Packages.mpv,,,331740894,331740895
python314Packages.mrsqm,329449924,329449925,329449923,329449918
python314Packages.netbox-reorder-rack,,,331754774,
python314Packages.nidaqmx,329452082,329452073,329452080,329452074
python314Packages.niquests,,,331513570,331513568
python314Packages.notus-scanner,,,331754770,
python314Packages.nuitka,329452372,329452366,,
python314Packages.openbabel,,329452896,,
python314Packages.opencontainers,,,329452914,
python314Packages.opencv4Full,331741804,,,
python314Packages.opensfm,331716738,331716732,,
python314Packages.opentelemetry-instrumentation-botocore,329453070,329453069,329453071,329453073
python314Packages.opentelemetry-instrumentation-httpx,329453099,329453098,329453100,329453097
python314Packages.opentelemetry-instrumentation-system-metrics,,,329453127,329453120
python314Packages.opentelemetry-instrumentation-urllib3,329453136,329453135,329453134,329453131
python314Packages.opytimark,329453253,,,
python314Packages.orbax-checkpoint,,,,331705464
python314Packages.overpy,,,329453478,
python314Packages.pgmpy,,,331523438,
python314Packages.plum-py,331393308,331393307,331393306,331393305
python314Packages.proton-core,,,331617845,331617840
python314Packages.pulumi,329455331,329455329,329455330,329455323
python314Packages.pvlib,329455385,329455384,329715433,329715431
python314Packages.pycoin,,,,329456119
python314Packages.pyeclib,,,329456489,329456490
python314Packages.pyinterp,,,,331716823
python314Packages.pyipv8,329457193,329457177,329457114,329457201
python314Packages.pyitachip2ir,,,329457148,329457145
python314Packages.pykdtree,,329457216,,
python314Packages.pylibjpeg-rle,,,329457364,329457374
python314Packages.pylsl,,,329457470,329457469
python314Packages.pynest2d,331526088,331526089,,
python314Packages.pyomo,329457978,329457984,329457980,329457976
python314Packages.pyside6-qtads,329458719,329458717,329458781,329458768
python314Packages.pyslurm,331740922,331740921,,
python314Packages.pysmbc,,,330627374,330627375
python314Packages.pytelegrambotapi,,,331393332,
python314Packages.python-djvulibre,,,329459935,329459939
python314Packages.python-fontconfig,329460015,,329460013,
python314Packages.python-fx,329460043,329460042,329460038,329460034
python314Packages.python-prctl,,329460427,,
python314Packages.python-redis-lock,,,331393336,331393335
python314Packages.pyttsx3,,,329460890,329460886
python314Packages.pywebview,,,329461121,329461258
python314Packages.qcodes,,,,331716850
python314Packages.qemu,331589880,331589878,331589881,331589877
python314Packages.raylib-python-cffi,,,331579674,331579664
python314Packages.rds2py,,,329461673,329461666
python314Packages.recoll,,,331916460,331916461
python314Packages.requirements-detector,329462070,329462065,329462071,329462067
python314Packages.rtoml,329462634,329462630,329462631,329462628
python314Packages.scantree,,,329462910,329462907
python314Packages.scipp,,,,331716869
python314Packages.semgrep,,331916468,,
python314Packages.serialx,,,,331539501
python314Packages.solidpython2,,,330334509,330334512
python314Packages.spectral-cube,,,,331663897
python314Packages.sqlalchemy_1_3,329464820,329464817,329464821,329464818
python314Packages.tilelang,,,331916481,
python314Packages.torchmd-net,,,,331549012
python314Packages.torchsnapshot,,330913009,,
python314Packages.usearch,,331504585,,
python314Packages.vegafusion,,,,331716982
python314Packages.vowpalwabbit,,,329469397,329469398
python314Packages.vtk,,331741840,,
python314Packages.weasyprint,,,329469657,329469629
python314Packages.wikitextprocessor,,,330582156,
python314Packages.ws4py,,,,329470009
python314Packages.xdot,,,,331667796
python314Packages.yara-x,331754851,,,
qbz,331754856,,,
qcm,331716992,331716991,,
qelectrotech,329471080,329471079,,
qemu-python-utils,331591132,331591133,,
qgo,,,329471124,329471122
qgrep,,,329471128,329471126
qmic,,,,329471210
qt6.qtwebengine,,,329471683,329471680
qt6Packages.mlt,,,331054012,331054010
qt6Packages.qtwebengine,,,329471976,329471975
qtwebapp,,,331426511,331426508
quassel,,,,329472125
quasselClient,,,,329472127
quasselDaemon,,,,329472133
quaternion,,,329472150,329472141
quill,329472216,329472215,,
quodlibet-without-gst-plugins,,,331667805,331667806
quodlibet,,,331667804,331667803
radicle-desktop,,,331754863,
rapidraw,331754865,,331754868,
rappel,,329472601,,
rarezip,,,329472616,329472612
ratpoints,,,330338977,330338995
raylib-games,,,331426522,331426526
rbdoom-3-bfg,,,330686638,330686639
rclip,,,,331671349
rdpgw,,,329472855,329472859
readest,331754869,,,
reaper-sws-extension,,,329473006,329472999
recoll-nox,,,331916517,331916519
recoll,,,331916514,331916511
redo-apenwarr,,,,331579733
reindeer,,,329473336,329473334
remarkable-toolchain,329473362,,,
remarkable2-toolchain,329473364,,,
rep-gtk,,,329473472,329473469
replibyte,,,329473495,329473493
rescrobbled,,,331663962,331663959
restic-browser,,,331754878,
resticprofile,331526201,331526205,331526199,331526198
retdec,331649045,,,
rethinkdb,,,329473664,329473662
rhvoice,,,330753089,330753088
ristate,,,329474002,329474001
river-classic,,331579740,,
river-filtile,,,329474025,329474024
river,,331579743,,
rkdeveloptool-pine64,,,329474065,329474063
rnnoise-plugin,,,331703517,331703520
root,,,331703525,
rosie,,,329474697,329474693
rp,,329474798,,
rquickshare,,,331754889,
rsop,,,,329474952
rstudio,,,331705727,331705724
rvvm,,,329482289,329482286
s3fs,,,331088174,331088173
sacrifice,,,329482509,
sagittarius-scheme,329482557,329482555,,
samba4Full,,,330756973,330756969
sambaFull,,,330756972,330756970
sambamba,,,329482625,
samplicator,,,329482665,329482662
sbclPackages.cl-gtk2-glib,,331687036,,329483108
sbclPackages.cl-gtk4_dot_webkit,331687077,331687055,,
sbclPackages.cl-notify,,,,329483172
sbclPackages.enchant,331687263,331687262,,329483442
sbclPackages.qt-libs,331687532,331687565,,329483847
schildi-revenge,,331532039,,
scid,329484354,329484351,329484355,329484350
scion,,,329484376,
sct,,329484585,,
selfci,,,329484829,329484848
semgrep,,331916552,,
servarr-ffmpeg,,,,330673805
sftool-gui,331754892,,331754894,
sgfutils,,,329485240,329485238
shpool,,,331579824,
sif,331532035,331532038,,
signal-desktop,,,331717028,
sleek-todo,,,329486361,
snapraid,,,331625016,
snid,,,329486788,329486785
snouty,,331687745,,
snpeff,,,329486896,329486895
sofa,,,,330917798
solana-cli,329487069,,329487066,
sourcekit-lsp,,,331501201,
spades,,,329487394,329487391
spglib,,,,329487584
spnavcfg,,,329487773,329487761
spoofdpi,,,329487770,329487769
sqlpage,,,331741863,
ssh-chat,,,329488175,
stalwart,,,329488430,
stargate-libcds,,329488492,,329488489
static-web-server,,,331660997,
steghide,,,329488694,329488692
stog,,,,330600859
stoolap,,329488829,,
superfile,,,331916591,
supertuxkart-server,,,,331703546
surrealist,331754935,,,
sweethome3d.application,,,329489623,329489625
swiftPackages.sourcekit-lsp,,,331501236,
swiftshader,329489736,329489735,,
switchfin,,,331740985,331740988
sympow,,,330339132,
syzkaller,,,,329490052
t3code,,,331916610,
tabby-agent,,,331655521,331655518
tabby,331666777,331666776,,
tabularis,,,331754934,
taisei,,,330627940,330627943
talkfilters,,,329490287,329490284
tandoor-recipes,,,,331705792
task-master-ai,329490434,329490502,329490433,329490432
tblite,,331703565,,
tcl9Packages.tclx,329490745,329490740,329490744,329490743
teams-for-linux,,,331591340,
teos-watchtower-plugin,,,329491153,329491158
tere,,,329491167,
termscp,,,331456637,331456635
terraform-providers.kreuzwerker_docker,,,331916616,331916617
tests.auto-patchelf-structured-log,,329492451,329492458,329492455
tests.build-environment-info,329492456,329492452,329492462,329492461
tests.cc-multilib-clang,329492742,,,
tests.cc-wrapper.default,,,329492651,329492650
tests.cc-wrapper.gccTests.gccMultiStdenv,329492770,,,
tests.cc-wrapper.llvmTests.llvmPackages.clang,,,329492677,329492675
tests.cc-wrapper.llvmTests.llvmPackages_19.clang,,,329492697,329492694
tests.cc-wrapper.llvmTests.llvmPackages_19.libcxx,,,329492720,329492701
tests.cc-wrapper.llvmTests.llvmPackages_20.clang,,,329492709,
tests.cc-wrapper.llvmTests.llvmPackages_21.clang,,,329492710,329492706
tests.cc-wrapper.llvmTests.llvmPackages_22.clang,,,,331655751
tests.hardeningFlags-gcc.fortify3ExplicitEnabledExecTest,,,329493510,329493513
tests.hardeningFlags-gcc.sfa1explicitEnabledExecTest,,,329493587,329493584
tests.hardeningFlags-gcc.sfa3StdenvUnsuppDoesntUnsuppSfa1ExecTest,,,329493602,329493604
tests.hardeningFlags-gcc.sfa3explicitDisabledDoesntDisableSfa1ExecTest,,,329493626,329493607
tests.hardeningFlags-gcc.sfa3explicitEnabledProtectsDefLen1ExecTest,,,329493622,329493619
tests.home-assistant-components.conversation,,331717328,,
tests.home-assistant-components.google,331717729,,,
tests.pnpm.opencloud.web,,,,331655788
tests.testers.hasCmakeConfigModules.eigen-does-not-have-eigen,,,329497246,329497244
teyjus,,,331671573,331671570
tinycc,,,329498625,
tinymist,331703735,,,
todds,,330690427,,
tokenspeed-triton-llvm,,,,331523583
tpm2-totp,,,330714960,330714961
tpnote,,329499554,,
transmission-rss,,,329499797,329499794
transmission_4,,,,331741044
treedome,331755092,,,
trgui-ng,,,331755095,331755093
ts-warp,,,329501223,329501221
tsduck,,,331385877,331385876
tuir,,,,331705812
tuxclocker-plugins,329501605,329501604,,
twinejs,,,331537714,331537715
ucode,,,329522713,329522709
uhd,,,329522945,
uhdMinimal,,,329522904,
ulfius,,,330631448,330631449
unblob,331649100,331649101,,
unshieldv3,,,329523453,329523451
urn-timer,,,329523671,329523672
uucp,,,329523852,329523849
uxn11,,,329523951,329523949
vapoursynth-eedi3,329524121,,,
vapoursynth-nnedi3cl,329524124,,,
vapoursynth-znedi3,329524129,329524125,,
varnish,,,329710016,329710014
varnish80,,,329710032,329710030
varnish80Packages.varnish,,,329710040,329710038
varnishPackages.varnish,,,329710047,329710045
vault-tasks,329524189,329524187,329524188,329524186
vc4-newlib,,,329524242,329524240
vcdimager,,,329524253,329524249
vdmfec,,,329524317,329524316
veloren,329718954,329718956,329718963,329718960
venator,331755102,,,
verilator,,,329524466,329524463
versatiles,,,331719314,331719313
vesta,,,329524513,329524511
vgm2x,,,329524530,329524528
vice,330918073,330918072,,
vikunja-desktop,,,331705828,331705834
virt-manager,,,,331741065
viskores,,,331741911,
vixl,,,329526576,329526574
vodozemac-bindings-cpp,,,329526691,329526687
vorbisgain,,,329526744,329526741
vtk-full,,331741920,,
vtk,,331741918,,
vtkWithQt6,,331741924,,
vtk_9_5,,331741925,,
vtk_9_6,331741938,331741934,,
wapiti,,,331507091,331507089
waylock,,329529331,,
wealthfolio,331755106,,,
webdev,331549315,331549316,,
werf,,,331667919,331667920
wf-config,331393654,331393653,,
wf-touch,331393656,331393655,331393657,331393658
whitesur-gtk-theme,,,329529872,329529848
wol,,,329530328,329530327
wownero,,,329530673,329530670
wrangler,,,,331514631
wxc,,,329530868,329530866
x11basic,329530930,329530929,,
xcbuild,329531140,329531138,,
xclock,,,329531179,329531173
xcodebuild,329531183,329531181,,
xdot,,,,331667925
xdriinfo,,,329531337,329531335
xed,,,329531369,
xeus-cling,331514639,331514648,,
xfstests,331523701,,,
xhosts,,,329531684,329531683
xmoto,,,329531955,329531959
xob,,,329532009,329532008
xonotic-dedicated-unwrapped,,,329532013,329532011
xonotic-sdl-unwrapped,,,329532020,329532022
xsnow,,329532245,329532280,329532275
xstow,,,329532279,329532271
xyce-parallel,331916755,,,
xyce,331916754,,,
yaak,,,331755115,
yap,331385925,,,
youtube-tui,,,,331741110
z88dk,329533256,329533251,,
zcash,329533479,329533471,329533500,
zed-editor,,,331667968,331667967
zee,,,329533489,329533488
zf,,,329533629,329533624
zigfetch,,,329533722,329533716
