id,name,system
336878040,bumblebee-status,aarch64-linux
336878042,bumblebee-status,x86_64-linux
336878261,cadabra2,aarch64-linux
336878263,cadabra2,x86_64-linux
337295266,caddy,x86_64-linux
336878391,caligula,aarch64-darwin
338427490,calls,aarch64-linux
338427489,calls,x86_64-linux
336878438,candle,aarch64-darwin
337487162,capa,aarch64-darwin
336878675,cargo-deb,aarch64-darwin
336878854,cargo-risczero,aarch64-darwin
336878931,cargo-ui,aarch64-darwin
336878947,cargo-watch,aarch64-darwin
336879007,casacore,aarch64-darwin
336879181,cbconvert-gui,aarch64-linux
336879186,cbconvert-gui,x86_64-linux
336879184,cbconvert,aarch64-linux
336879185,cbconvert,x86_64-linux
336879199,cbmbasic,aarch64-darwin
336879323,cdecl,aarch64-darwin
336879427,cemu-ti,aarch64-darwin
338427511,ceph-client,aarch64-linux
338427515,ceph-client,x86_64-linux
338427516,ceph-dev,aarch64-linux
338427517,ceph-dev,x86_64-linux
338427513,ceph,aarch64-linux
338427514,ceph,x86_64-linux
336879574,cfv,aarch64-darwin
336879614,cgterm,aarch64-darwin
336880356,chickenPackages_5.chickenEggs.fusion-arrays,aarch64-darwin
338456262,chiri,aarch64-darwin
338427541,chirpstack-gateway-bridge,aarch64-linux
336881696,choose-gui,aarch64-darwin
336882049,clevercsv,aarch64-darwin
336882047,clevercsv,aarch64-linux
336882050,clevercsv,x86_64-linux
336882066,clfft,aarch64-darwin
338472523,cloudcompare,aarch64-linux
338472531,cloudcompare,x86_64-linux
336882350,clutter,aarch64-darwin
338224638,cni-plugin-flannel,aarch64-linux
336882619,cocom-tool-set,aarch64-darwin
336882988,comodoro,aarch64-darwin
336882991,compare50,aarch64-darwin
336883037,compare50,aarch64-linux
336883056,compare50,x86_64-linux
336883174,contacts,aarch64-darwin
338349445,contour,aarch64-darwin
336883686,coredns,aarch64-darwin
336883751,cortex-tools,aarch64-darwin
336883752,cortex-tools,aarch64-linux
336883753,cortex-tools,x86_64-linux
338445408,cot,aarch64-darwin
338427587,cot,aarch64-linux
338427586,cot,x86_64-linux
336883909,cp437,aarch64-darwin
337295291,cpond,aarch64-darwin
337374606,cpp-interop,aarch64-darwin
336883954,cppclean,aarch64-linux
336883956,cppclean,x86_64-linux
338224658,credsweeper,aarch64-linux
338427601,crewai,aarch64-linux
336884554,cuneiform,aarch64-linux
336884557,cuneiform,x86_64-linux
336884569,cups-dymo,aarch64-darwin
336884618,curseofwar-sdl,aarch64-darwin
338224671,cyberstrike,aarch64-darwin
338224675,cyberstrike,aarch64-linux
336884751,cyclonedx-python,aarch64-darwin
336884754,cyclonedx-python,aarch64-linux
336884758,cyclonedx-python,x86_64-linux
337730754,czkawka,aarch64-darwin
337988688,dart_frog_cli,aarch64-linux
337988689,dart_frog_cli,x86_64-linux
338427626,das,aarch64-darwin
338427625,das,aarch64-linux
338427623,das,x86_64-linux
336885003,dasher,aarch64-darwin
336885028,datadog-agent,aarch64-darwin
336885089,db-rest,aarch64-darwin
336885262,ddnet-server,aarch64-darwin
336885259,ddnet,aarch64-darwin
336885304,deadpixi-sam-unstable,aarch64-darwin
338427659,deeptools,aarch64-darwin
338427660,deeptools,aarch64-linux
338427662,deeptools,x86_64-linux
336885430,delly,aarch64-darwin
337988701,deluged,aarch64-darwin
336885541,deskew,aarch64-darwin
336885624,devpod-desktop,aarch64-darwin
336885684,dgen-sdl,aarch64-darwin
336885687,dgop,aarch64-darwin
338427673,dia,aarch64-darwin
338427669,dia,aarch64-linux
338427671,dia,x86_64-linux
336885778,diamond,aarch64-darwin
336885783,dico,aarch64-darwin
336885930,din,aarch64-darwin
337487208,direvent,aarch64-darwin
338349473,direwolf-unstable,aarch64-darwin
336885999,direwolf,aarch64-darwin
336886199,dl-librescore,aarch64-darwin
336886204,dleyna,aarch64-darwin
336886236,dmd,x86_64-linux
336886279,dnadd,aarch64-darwin
336886338,dnsight,aarch64-darwin
336886337,dnsight,aarch64-linux
336886339,dnsight,x86_64-linux
336886340,dnslink-std-go,aarch64-darwin
336886491,dockapps.wmsm-app,aarch64-darwin
337436743,dorion,aarch64-darwin
337471522,dosbox-x,aarch64-darwin
337982671,dotnetCorePackages.dotnet_9.packages.Microsoft-AspNetCore-App-Ref,aarch64-darwin
338001450,dovecot_pigeonhole,aarch64-darwin
338001459,dovecot_pigeonhole_2_4,aarch64-darwin
336887387,drawterm,aarch64-darwin
336887416,driftnet,aarch64-darwin
336887521,dt,aarch64-darwin
336887742,dvdisaster,aarch64-linux
336887741,dvdisaster,x86_64-linux
