name,x86_64-linux,aarch64-linux,x86_64-darwin,aarch64-darwin
netron,,,329218709,329218712
neverest,328482024,328482029,328482028,328482007
newlib-nano,,328482031,328482034,328482038
newlib,,328482055,328482026,328482022
nexa,,328852109,,
nextcloud-spreed-signaling,328739671,,,
ngadmin,,,328482165,328482163
nihstro,,,328482291,328482302
nixpkgs-openjdk-updater,329143420,329143421,329143423,329143428
nmstate,,,328483693,328483700
nodehun,,,329088222,329088242
nono,,,328952035,328952047
notesnook,,,329242732,329242731
np2kai,,,328484148,
ns-3,328852428,,,
ntfy-sh,,,329088271,329088279
ntp,,,328484378,328484388
numr,,328484508,328484499,328484514
nushell-plugin-semver,,,328484555,
nushellPlugins.semver,,,328484593,
nvidia-mig-parted,,,328740230,328740229
nvimpager,,,329088284,
nylon,328484823,328484840,,
obitools3,328484927,328484912,328484925,328484928
ocamlPackages.class_group_vdf,,,328485669,328485649
ocamlPackages.ecaml,,,328486214,328486178
ocamlPackages.gapi-ocaml,,,328486442,328486502
ocamlPackages.janeStreet.ecaml,,,328487029,328487027
ocamlPackages.janeStreet.janestreet_cpuid,,328487139,,328487115
ocamlPackages.janestreet_cpuid,,328487531,,328487530
ocamlPackages.llvm,,,328487775,328487780
ocamlPackages.magic-trace,,329143710,,
ocamlPackages.owl,,,,328488795
ocamlPackages.processor,,,328489183,
ocamlPackages.stog,,,,328489728
ocamlPackages_latest.class_group_vdf,,,328490758,328490727
ocamlPackages_latest.ecaml,,,328491303,328491290
ocamlPackages_latest.gapi-ocaml,,,328491554,328491551
ocamlPackages_latest.janeStreet.ecaml,,,328492172,328492167
ocamlPackages_latest.janeStreet.janestreet_cpuid,,328492252,,328492253
ocamlPackages_latest.janestreet_cpuid,,328492003,,328491996
ocamlPackages_latest.llvm,,,328492906,328492909
ocamlPackages_latest.magic-trace,,329143769,,
ocamlPackages_latest.owl,,,,328493850
ocamlPackages_latest.processor,,,328494316,
ocamlPackages_latest.stog,,,,328494841
octavePackages.bsltl,,,329143799,329143802
octavePackages.cgi,,,329143809,329143797
octavePackages.control,,,329143826,329143835
octavePackages.dataframe,,,329143816,329143813
octavePackages.datatypes,,,329143819,329143841
octavePackages.divand,,,329143827,329143861
octavePackages.doctest,,,329143831,329143830
octavePackages.fpl,,,329143842,329143843
octavePackages.fuzzy-logic-toolkit,,,329143890,329143846
octavePackages.ga,,,329143851,329143849
octavePackages.general,,,329143860,329143853
octavePackages.generate_html,,,329143858,329143856
octavePackages.image,,,329143887,329143891
octavePackages.instrument-control,,,329143872,329143868
octavePackages.interval,,,329143873,329143871
octavePackages.io,,,329143879,329143877
octavePackages.linear-algebra,,,329143882,329143880
octavePackages.lssa,,,329143885,329143884
octavePackages.matgeom,,,329143894,329143892
octavePackages.miscellaneous,,,329143899,329143898
octavePackages.mvn,,,329143906,329143903
octavePackages.nan,,,329143910,329143908
octavePackages.nurbs,,,329143922,329143920
octavePackages.ocl,,,329143927,329143925
octavePackages.octclip,,,329143932,329143930
octavePackages.octproj,,,329143938,329143935
octavePackages.optics,,,329143936,329143937
octavePackages.optiminterp,,,329143944,329143941
octavePackages.quaternion,,,329143948,329143945
octavePackages.queueing,,,329143951,329143949
octavePackages.sockets,,,329143961,329143954
octavePackages.splines,,,329143962,329143963
octavePackages.stk,,,329143973,329143969
octavePackages.struct,,,329143978,329143965
octavePackages.symbolic,,,,329143982
octavePackages.video,,,329143995,329143999
octavePackages.zeromq,,,329143993,329143991
olive-editor,328974654,328974656,,
onednn_2,,328496056,,
open-policy-agent,,,329144106,329144103
open5gs-webui,,,329088622,329088614
openbabel,,328853266,,
opencloud-desktop-shell-integration-resources,,,328974696,328974686
opencloud-desktop,,,328974688,328974684
opencode-desktop,,,329226039,
opencomposite,,,328496441,328496465
opengothic,,329226041,,
openmvs,,,328496792,328496807
openpa,,,328496828,328496826
openroad,,,,329242791
openrussian-cli,328496967,328496968,328496939,328496938
opensaml-cpp,328496944,328496966,328496975,328497004
openssh-askpass,,,328497066,328497065
opn2bankeditor,,,,328974778
osmctools,,,328497572,328497568
osrm-backend,,,328497607,328497625
otel-cli,,,328741554,
outguess,,,328497769,328497736
owl,328497790,,,
owncloud-client,,,328974832,328974835
oxker,,,329218989,329218992
p4c,328853762,328853791,,
packcc,,,329144236,329144235
pam_gnupg,,,328498072,328498073
pam_xdg,,328853851,,328498133
pantalaimon-headless,329144251,329144250,,
pantalaimon,329144246,329144247,,
partclone-utils,,,328498728,328498710
pawn-appetit,,,329088746,329088748
paxtest,328498971,328498979,,
pcem,,329144310,,
pdf-cli,,328854236,,
perl5Packages.FutureIO,,,328502209,
perl5Packages.IPCShareLite,,,328502692,
perl5Packages.NetAsyncPing,,,328504083,
perl5Packages.SessionToken,328505078,328505101,,
perlPackages.FutureIO,,,328509708,
perlPackages.IPCShareLite,,,328510298,
perlPackages.NetAsyncPing,,,328511633,
perlPackages.SessionToken,328512689,328512697,,
pg-schema-diff,,,329088824,
pg_featureserv,,,328742670,
pgadmin4,,,,329226125
pget,,,328742697,
php82Extensions.shmop,,,328743091,
php82Extensions.sysvshm,,,328743178,
php83Extensions.shmop,,,328743541,
php83Extensions.sysvshm,,,328743666,
php84Extensions.shmop,,,328744006,
php84Extensions.sysvshm,,,328744068,
php85Extensions.shmop,,,328744498,
php85Extensions.sysvshm,,,328744519,
phpExtensions.shmop,,,328744913,
phpExtensions.sysvshm,,,328744974,
phytool,,,328517357,328517342
picat,,,328517373,328517370
picolibc,,328517451,328517415,328517438
pidginPackages.purple-plugin-pack,328952912,328952904,,
pijuice,329144522,329144523,,
pike,,329088887,,
pinokio,,,328517656,
piped,,,,329088896
pipx,328855236,328855224,328517749,328517753
pixieditor,,,329219191,329219192
pkcs11-provider,,,328517888,
pkgsRocm.aider-chat-with-bedrock,329243231,,,
pkgsRocm.aider-chat-with-browser,329243224,,,
pkgsRocm.aider-chat-with-playwright,329243221,,,
pkgsRocm.aider-chat,329243229,,,
pkgsRocm.fotema,329243252,,,
pkgsRocm.migrate,329243320,,,
pkgsRocm.mlflow-server,329226192,,,
pkgsRocm.python3Packages.gpuctypes,329243463,,,
pkgsRocm.python3Packages.mlflow,329226378,,,
pkgsRocm.python3Packages.sirius,329243680,,,
pkgsRocm.sirius,329243758,,,
pkgsRocm.tabby,329243762,,,
plzip,,,328519601,328519598
pmars-x11,,,328519625,328519612
pnetcdf,,,328519666,328519651
podofo,,,328519789,328519787
podofo_0_10,,,328746160,328746159
podofo_1_0,,,328519801,328519799
pokefinder,,328975817,328975818,328975816
polkadot,,,328519932,328519935
postgresql14Packages.pointcloud,,,,329089323
postgresql15Packages.pointcloud,,,,329089613
postgresql16Packages.pointcloud,,,,329089827
postgresql17Packages.pointcloud,,,,329090091
postgresqlPackages.pointcloud,,,,329090568
postsrsd,,,328521701,328521709
powertabeditor,,,328975850,328975843
prime-server,,,328522026,328522024
prometheus-jitsi-exporter,,,328746694,
prometheus-mikrotik-exporter,,,328746714,328746734
prometheus-statsd-exporter,,,328746901,
protoc-gen-js,,,328986632,328986633
prox,,,328747059,
proxsuite,,,328522931,328522929
proxysql,329090747,329090743,,
ptouch-print,,,328523138,328523141
pulseview,,,,329219530
puredata,,,328523328,328523340
pvz-portable-unwrapped,,,,329219533
pycoin,,,,328523488
pyhanko-cli,329243858,329243856,329243862,329243868
python313Packages.a2a-sdk,,,329145608,329145609
python313Packages.adios2,,,329219545,329219544
python313Packages.aerosandbox,329243864,329243865,,
python313Packages.aiocache,,,,329226764
python313Packages.aiosonic,,,329146231,329146230
python313Packages.amazon-ion,,,328914329,328914323
python313Packages.angr,329146481,329146474,,329146476
python313Packages.ansible-runner,,,329243888,
python313Packages.apache-beam,329226804,329226805,,329226803
python313Packages.aspy-refactor-imports,328525604,328525617,328525606,328525612
python313Packages.autopxd2,328526011,328526097,328526014,328525996
python313Packages.bayesian-optimization,329226876,,,
python313Packages.bezier,328527130,328527126,,
python313Packages.biopandas,328527344,328527232,328527241,328527233
python313Packages.boost-histogram,,,329147785,329147786
python313Packages.borb,329147791,329147788,329147790,329147789
python313Packages.braintree,328527602,328527615,328527595,328527594
python313Packages.brian2,328527636,328527675,,328527638
python313Packages.canopen,,,328527956,328527970
python313Packages.cartopy,329226979,329226965,,
python313Packages.cert-chain-resolver,329148042,329148040,329148044,329148039
python313Packages.clickhouse-cityhash,328528581,328528626,328528572,328528588
python313Packages.control,,,328529249,328529252
python313Packages.coq-tools,328529295,328529320,328529290,328529332
python313Packages.cornice,328529426,328529357,328529338,328529353
python313Packages.crochet,,,,329148448
python313Packages.crossandra,328529482,328529470,328529549,328529509
python313Packages.cx-freeze,,328529689,,
python313Packages.dashscope,,,329148576,329148571
python313Packages.dbus-fast,,,328530095,328530093
python313Packages.deid,,,328530318,328530316
python313Packages.dep-logic,328530346,328530343,328530345,328530342
python313Packages.dicomweb-client,,,329148830,329148826
python313Packages.dissect-hypervisor,328530674,328530673,328530675,328530676
python313Packages.django-postgres-extra,,,,329227617
python313Packages.django-q2,,,,329227662
python313Packages.django-scheduler,329227698,329227700,,329227697
python313Packages.django-silk,329227732,329227729,,329227730
python313Packages.django-stubs,329227777,329227770,,329227769
python313Packages.dmsuite,,,328531656,
python313Packages.dnsight,329149712,329149710,329149711,329149709
python313Packages.docstr-coverage,328859511,328859478,328531737,328531741
python313Packages.donut-shellcode,,329227943,329227944,329227942
python313Packages.dramatiq-abort,329149774,329149775,329149772,329149773
python313Packages.duct-py,328532055,328532056,328532092,328532093
python313Packages.es-client,329150145,329150147,329150146,329150143
python313Packages.esig,328859725,328859733,328532727,328532696
python313Packages.eth-utils,329150192,329150196,329150197,329150195
python313Packages.exiv2,,,328532894,328532892
python313Packages.extractcode,,329150254,,
python313Packages.fastapi-versionizer,329150346,329150347,329150352,329150349
python313Packages.filterpy,,,,328533390
python313Packages.fritzconnection,,,328534149,
python313Packages.func-timeout,,,328534215,328534213
python313Packages.git-dummy,,,329151100,329151097
python313Packages.githubkit,329228197,329228199,,329228198
python313Packages.glean-sdk,329228209,329228211,,
python313Packages.gpytorch,329151487,329151540,,329151486
python313Packages.graphite-web,329228243,329228239,,329228241
python313Packages.halide,329151681,,,
python313Packages.hmmlearn,,328860537,328536148,328536115
python313Packages.httpx-auth,329151909,329151910,329151912,329151908
python313Packages.hydra-core,329151960,329151958,329151967,329151957
python313Packages.intensity-normalization,329152154,329152153,329152151,329152152
python313Packages.iocx,,,,329228353
python313Packages.item-synchronizer,329152269,329152266,329152267,329152265
python313Packages.iterfzf,,,329152274,329152271
python313Packages.jedi-language-server,329152317,329152315,329152319,329152314
python313Packages.jeepney,,,329152311,329152308
python313Packages.kopf,,,329152735,329152734
python313Packages.libarcus,328538925,328538923,,
python313Packages.libbs,329153008,329153009,329153007,329153010
python313Packages.libmambapy,329153026,329153028,329153029,329153033
python313Packages.libredwg,,,328539066,328539074
python313Packages.line-profiler,328861264,328861261,328539250,328539251
python313Packages.locust-cloud,,329153423,,
python313Packages.marimo,329228734,329228730,,329228733
python313Packages.mcdreforged,329244032,329244031,329244029,329244030
python313Packages.md-toc,328540365,328540317,328540330,328540336
python313Packages.mlflow,329228775,329228782,,329228781
python313Packages.mlt,,,328986907,328986906
python313Packages.monai,329154038,329154037,,329154036
python313Packages.monosat,328986912,328986913,328986905,328986903
python313Packages.mpmath,,,328541407,
python313Packages.mpv,,,329154119,329154541
python313Packages.mrsqm,328861900,328861870,328541433,328541435
python313Packages.newspaper3k,,,,329155842
python313Packages.nidaqmx,328543621,328543622,328543628,328543620
python313Packages.niquests,,,329228941,329228940
python313Packages.obspec,329156102,329156099,329156101,329156100
python313Packages.obstore,329156104,329156105,,329156103
python313Packages.onnx-asr,,329156254,,
python313Packages.openbabel,,328862291,,
python313Packages.opencontainers,,,328544493,
python313Packages.opencv4,,,328544487,328544485
python313Packages.opentelemetry-instrumentation-botocore,329229017,329229011,,329229010
python313Packages.opentelemetry-instrumentation-system-metrics,,,328544684,328544682
python313Packages.opytimark,328544854,,,
python313Packages.overpy,,,328545042,328545040
python313Packages.paddlepaddle,,329156735,,
python313Packages.pijuice,329156879,329156869,,
python313Packages.pip-requirements-parser,328545982,328545979,328545980,328545978
python313Packages.pipx,328862604,328862603,328546021,328546018
python313Packages.proton-core,,,329157126,329157124
python313Packages.proxsuite,,,329157143,329157142
python313Packages.psycopg2cffi,329094375,329094379,,
python313Packages.pvlib,329157242,329157241,329157240,329157239
python313Packages.pyamg,,,328547385,328547370
python313Packages.pycoin,,,,328547723
python313Packages.pyeclib,,,328548115,328548104
python313Packages.pyhepmc,328863137,328863167,328548636,328548775
python313Packages.pyipv8,329229261,329229262,,329229259
python313Packages.pyitachip2ir,,,328548776,328548790
python313Packages.pykaleidescape,,,329157948,
python313Packages.pykdtree,,328548871,,
python313Packages.pylibjpeg-rle,,,329158019,329158017
python313Packages.pylsl,,,328549098,328549110
python313Packages.pynest2d,328549424,328549422,,
python313Packages.pyomo,,,328549612,328549598
python313Packages.pyquil,329220195,329220205,329220201,329220209
python313Packages.pyside6-qtads,328977446,328977447,328977456,328977442
python313Packages.pysmbc,,,329158657,329158729
python313Packages.pytest-md-report,,,,329220227
python313Packages.pytest-notebook,329229389,329229390,,329229388
python313Packages.pytest-pylint,328863743,328863700,328756724,328756720
python313Packages.python-djvulibre,,,328551653,328551632
python313Packages.python-fontconfig,328863758,,328551650,
python313Packages.python-lsp-server,329159048,329159052,329159047,329159050
python313Packages.python-prctl,,328863862,,
python313Packages.python-redis-lock,,,,329229485
python313Packages.pyttsx3,,,328552553,328552503
python313Packages.pywebview,,,328977486,328977485
python313Packages.qpsolvers,329159552,329159559,,
python313Packages.raylib-python-cffi,,,328553238,328553236
python313Packages.rds2py,,,329220316,329220310
python313Packages.recoll,,,329229551,329229552
python313Packages.requirements-detector,328553745,328553741,328553688,328553702
python313Packages.salmon-mail,328554426,328554430,328554440,328554423
python313Packages.scalar-fastapi,329160160,329160154,329160159,329160156
python313Packages.scantree,,,328554561,328554539
python313Packages.serialx,,,,329160327
python313Packages.sigrok,328864571,328864567,328555212,328555262
python313Packages.sigstore,329160409,329160417,329160395,329160394
python313Packages.snakemake,329229702,329229703,,329229701
python313Packages.solidpython2,328555907,328555872,328555848,328555838
python313Packages.sphinx-jupyterbook-latex,328864766,328864751,328556116,328556117
python313Packages.sphinx-toolbox,329160718,329160720,329160717,329160719
python313Packages.sqlalchemy-continuum,329160760,329160758,329160761,329160757
python313Packages.stim,328864873,328864893,,328556881
python313Packages.submitit,,,,328557101
python313Packages.sunpy,329220422,329220415,,
python313Packages.swh-scheduler,329229849,329229851,,
python313Packages.tables,,,,329161110
python313Packages.torchdata,329161469,329161463,,329161465
python313Packages.torchsnapshot,,329161493,,
python313Packages.torchvision,329161512,329161511,,329161510
python313Packages.tpm2-pytss,329161547,329161546,,
python313Packages.tree-sitter-grammars.tree-sitter-agda,329161592,329161594,329161615,329161595
python313Packages.tree-sitter-grammars.tree-sitter-fstar,329161849,329161846,329161847,329161843
python313Packages.tree-sitter-grammars.tree-sitter-go-template-helm,329161906,329161913,329161907,329161914
python313Packages.tree-sitter-grammars.tree-sitter-gren,329161944,329161943,329161938,329161933
python313Packages.tree-sitter-grammars.tree-sitter-opam,329162225,329162221,329162219,329162226
python313Packages.tree-sitter-grammars.tree-sitter-quint,329162348,329162355,329162349,329162354
python313Packages.tree-sitter-grammars.tree-sitter-strace,329162458,329162457,329162461,329162462
python313Packages.tree-sitter-grammars.tree-sitter-tact,329162492,329162502,329162500,329162490
python313Packages.tree-sitter-grammars.tree-sitter-vue,329162621,329162612,329162613,329162610
python313Packages.tt-flash,329229972,329229969,329229971,329229968
python313Packages.typecode,329162889,,,
python313Packages.unearth,329164445,329164443,329164442,329164439
python313Packages.vowpalwabbit,,,328562609,328562619
python313Packages.wapiti-arsenic,329164755,329164751,329164754,329164747
python313Packages.wasmtime,329220524,329220521,329220523,329220522
python313Packages.weasyprint,,,329244233,329244234
python313Packages.wikitextprocessor,,,329220552,
python313Packages.ws4py,,,329164985,329164983
python313Packages.xdis,328563360,328563357,328563359,328563356
python314Packages.adios2,,,329220578,329220579
python314Packages.aerosandbox,329244251,329244249,,
python314Packages.aiokef,328762516,328762528,328762505,328762509
python314Packages.aiosasl,329165788,329165784,329165787,329165786
python314Packages.aiosonic,,,329165831,329165830
python314Packages.aiotarfile,329165863,329165858,329165860,329165856
python314Packages.amazon-ion,,,328916169,328916165
python314Packages.angr,329166070,329166069,,329166075
python314Packages.apache-beam,329231578,329231577,,
python314Packages.aspy-refactor-imports,328565981,328565979,328565987,328566042
python314Packages.async-cache,328566080,328566068,328566083,328566061
python314Packages.asyncua,329166380,329166377,329166376,329166378
python314Packages.autopxd2,328566378,328566369,328566370,328566363
python314Packages.base64io,328567220,328567218,328567206,328567207
python314Packages.bezier,328567489,328567516,,
python314Packages.biopandas,328567597,328567588,328567594,328567598
python314Packages.boost-histogram,,,329167357,329167354
python314Packages.borb,329167361,329167368,329167358,329167362
python314Packages.braintree,328567973,328567960,328567942,328567940
python314Packages.brian2,328568002,328567977,,328567976
python314Packages.btrsync,328568074,328568064,,
python314Packages.canopen,,,328568278,328568271
python314Packages.cartopy,329231719,329231718,,
python314Packages.cert-chain-resolver,329167591,329167590,329167593,329167589
python314Packages.class-doc,328568776,328568801,328568782,328568806
python314Packages.clickhouse-cityhash,328568915,328568939,328568913,328568901
python314Packages.control,,,328569557,328569555
python314Packages.coq-tools,328569619,328569609,328569605,328569608
python314Packages.cornice,328569657,328569640,328569650,328569676
python314Packages.crochet,,,329167985,329167983
python314Packages.crossandra,328569782,328569784,328569781,328569787
python314Packages.curio-compat,,,328569941,
python314Packages.cx-freeze,,328570049,,
python314Packages.dashscope,329168113,329168107,329168104,329168102
python314Packages.dataclass-factory,328570212,328570210,328570239,328570223
python314Packages.dbt-common,329168224,329168227,329168229,329168222
python314Packages.dbus-fast,,,328570402,328570400
python314Packages.deid,,,328570596,328570592
python314Packages.dep-logic,328570697,328570672,328570655,328570677
python314Packages.dicomweb-client,,,329168338,329168339
python314Packages.dissect-hypervisor,328570994,328571001,328570979,328570972
python314Packages.django-cacheops,329231992,329231991,329232005,
python314Packages.django-postgres-extra,,,329232347,
python314Packages.django-q2,329232392,329232396,329232395,
python314Packages.django-scheduler,329232444,329232436,329232433,
python314Packages.django-silk,329232469,329232457,329232473,
python314Packages.django-stubs,329232503,329232495,329232502,
python314Packages.django_6,,329232607,,
python314Packages.dmsuite,,,328571907,
python314Packages.dnsight,329169199,329169198,329169200,329169197
python314Packages.docstr-coverage,328869080,328869073,328572011,328572027
python314Packages.donut-shellcode,,329232680,329232681,329232678
python314Packages.dramatiq-abort,329169262,329169260,,329169259
python314Packages.dramatiq,,,329169258,
python314Packages.duct-py,328572351,328572332,328572337,328572361
python314Packages.elastic-apm,329169513,329169512,329169520,329169518
python314Packages.es-client,329169624,329169623,329169622,329169621
python314Packages.esig,328869306,328869318,328572965,328572947
python314Packages.eth-utils,329169670,329169664,329169671,329169667
python314Packages.exiv2,,,328573160,328573178
python314Packages.extractcode,,329169720,,
python314Packages.fastapi-versionizer,329169813,329169810,329169818,329169824
python314Packages.filterpy,,,,328573644
python314Packages.fritzconnection,,,,328574398
python314Packages.func-timeout,,,328574435,328574457
python314Packages.git-dummy,,,329170520,329170517
python314Packages.githubkit,329232896,329232895,329232900,
python314Packages.glean-sdk,329232907,329232906,,
python314Packages.gpytorch,329170899,329170896,,329170897
python314Packages.graphite-web,329232937,329232934,329232939,
python314Packages.halide,329171085,,,
python314Packages.hmmlearn,,328870121,328576315,328576326
python314Packages.httpx-auth,329171319,329171316,329171314,329171313
python314Packages.hydra-core,329171366,329171365,329171361,329171368
python314Packages.intensity-normalization,329171551,329171549,329171550,329171547
python314Packages.ipv8-rust-tunnels,329171591,329171587,329171590,329171588
python314Packages.irc,328577449,328577444,328577436,328577432
python314Packages.item-synchronizer,329171666,329171665,329171667,329171664
python314Packages.iterfzf,,,329171671,329171672
python314Packages.jedi-language-server,329171710,329171707,329171711,329171708
python314Packages.jeepney,,,329171705,329171706
python314Packages.jfx-bridge,328577760,328577758,328577759,328577757
python314Packages.kopf,,,,329172084
python314Packages.kserve-storage,,,,329172101
python314Packages.libarcus,328579068,328579096,,
python314Packages.libmambapy,329172383,329172376,329172381,329172378
python314Packages.libredwg,,,328579179,328579192
python314Packages.line-profiler,328870792,328870789,328579424,328579431
python314Packages.locust-cloud,,329172692,,
python314Packages.looptime,,,328579822,
python314Packages.marimo,329233307,329233306,,
python314Packages.mcdreforged,329244416,329244414,329244415,329244412
python314Packages.md-toc,328580386,328580376,328580363,328580360
python314Packages.mlflow,329233350,329233357,,
python314Packages.mlt,,,328987392,328987400
python314Packages.monai,329173303,329173301,,329173300
python314Packages.monosat,328987407,328987421,328987413,328987410
python314Packages.mpmath,,,328581453,
python314Packages.mpv,,,329173860,329173383
python314Packages.mrsqm,328871318,328871330,328581492,328581477
python314Packages.nidaqmx,328583697,328583636,328583638,328583635
python314Packages.niquests,,,329233490,329233491
python314Packages.nuitka,328583972,328583928,,
python314Packages.obspec,329175329,329175330,329175328,329175331
python314Packages.obstore,329175334,329175340,,329175333
python314Packages.onnx-asr,,329175499,,
python314Packages.openbabel,,328871747,,
python314Packages.opencontainers,,,328584492,
python314Packages.opencv4,,,328584488,328584485
python314Packages.opensfm,329233539,329233538,,
python314Packages.opentelemetry-instrumentation-botocore,329233544,329233541,329233543,
python314Packages.opentelemetry-instrumentation-httpx,329175673,329175672,329175675,329175670
python314Packages.opentelemetry-instrumentation-system-metrics,,,328584688,328584690
python314Packages.opentelemetry-instrumentation-urllib3,329175681,329175683,329175682,329175680
python314Packages.opytimark,328584827,,,
python314Packages.overpy,,,328585043,
python314Packages.pijuice,329176091,329176087,,
python314Packages.pip-requirements-parser,328586009,328585979,328585960,328585959
python314Packages.pipx,328872003,328872055,328585999,328585997
python314Packages.plum-py,328586199,328586195,328586196,328586191
python314Packages.proton-core,,,329176323,329176318
python314Packages.proxsuite,,,329176348,329176337
python314Packages.psycopg2cffi,329101212,329101201,,
python314Packages.pulumi,329233687,329233686,329233688,
python314Packages.pvlib,329176406,329176404,329176405,329176402
python314Packages.pycapnp,328587545,328587541,328587561,328587566
python314Packages.pycoin,,,,328587670
python314Packages.pycyphal,328917276,328917290,,
python314Packages.pyeclib,,,328588040,328588021
python314Packages.pyipv8,329233738,329233740,329233737,
python314Packages.pyitachip2ir,,,328588692,328588684
python314Packages.pykaleidescape,,,329177092,
python314Packages.pykdtree,,328588747,,
python314Packages.pylibjpeg-rle,,,329177161,329177162
python314Packages.pylsl,,,328589001,328588997
python314Packages.pymilvus,,,,329177259
python314Packages.pynest2d,328589324,328589323,,
python314Packages.pyomo,328589512,328589514,328589508,328589499
python314Packages.pyquil,329221177,329221173,329221164,329221179
python314Packages.pyside6-qtads,328979208,328979205,328979217,328979214
python314Packages.pysmbc,,,329177717,329177699
python314Packages.pystatgrab,,,328590548,
python314Packages.pytelegrambotapi,,,329177796,329177794
python314Packages.pytest-md-report,,,329221193,
python314Packages.pytest-notebook,329233868,329233867,329233865,
python314Packages.pytest-pylint,328873050,328873040,328771116,328771102
python314Packages.python-djvulibre,,,328591459,328591512
python314Packages.python-fontconfig,328873119,,328591570,
python314Packages.python-fx,329178111,329178116,329178122,329178115
python314Packages.python-lsp-server,329178193,329178196,329178189,329178195
python314Packages.python-prctl,,328873217,,
python314Packages.python-redis-lock,,,329233958,
python314Packages.pyttsx3,,,328592396,328592404
python314Packages.pyvera,,,,329178532
python314Packages.pywal16,,,,329221242
python314Packages.pywebtransport,,329178594,,
python314Packages.pywebview,,,328979253,328979250
python314Packages.qpsolvers,329178698,329178693,,
python314Packages.raylib-python-cffi,,,328593173,328593144
python314Packages.rds2py,,,329221276,329221279
python314Packages.recoll,,,329234028,329234029
python314Packages.requirements-detector,328593612,328593573,328593617,328593584
python314Packages.rnginline,328593864,328593859,328593874,328593889
python314Packages.rtoml,329179184,329179183,329179185,329179182
python314Packages.salmon-mail,328594377,328594303,328594312,328594302
python314Packages.scalar-fastapi,329179290,329179283,329179288,329179287
python314Packages.scantree,,,328594479,328594528
python314Packages.sigrok,328873926,328873915,328595118,328595126
python314Packages.sigstore,329179550,329179541,329179540,329179539
python314Packages.simple-dftd3,329234126,,,
python314Packages.solidpython2,328595709,328595671,328595674,328595689
python314Packages.sphinx-jupyterbook-latex,328874067,328874073,328595931,328595989
python314Packages.sphinx-toolbox,329179799,329179801,329179800,329179802
python314Packages.sqlalchemy-continuum,329179837,329179838,329179839,329179836
python314Packages.sqlalchemy_1_3,328596317,328596307,328596302,328596300
python314Packages.stim,328874177,328874199,,328596702
python314Packages.submitit,,,,328596869
python314Packages.swh-scheduler,329234245,,,
python314Packages.swh-storage,,329234246,,
python314Packages.tables,,,,329180163
python314Packages.tololib,,328598048,,
python314Packages.torchdata,329180497,329180496,,329180495
python314Packages.torchsnapshot,,329180526,,
python314Packages.torchvision,329180541,329180540,,329180538
python314Packages.tpm2-pytss,329180574,329180573,,
python314Packages.tree-sitter-grammars.tree-sitter-agda,329180610,329180609,329180615,329180606
python314Packages.tree-sitter-grammars.tree-sitter-fstar,329180870,329180866,329180876,329180868
python314Packages.tree-sitter-grammars.tree-sitter-go-template-helm,329180939,329180929,329180932,329180931
python314Packages.tree-sitter-grammars.tree-sitter-gren,329180961,329180960,329180966,329180955
python314Packages.tree-sitter-grammars.tree-sitter-opam,329181246,329181244,329181240,329181245
python314Packages.tree-sitter-grammars.tree-sitter-quint,329181368,329181371,329181372,329181369
python314Packages.tree-sitter-grammars.tree-sitter-strace,329181486,329181480,329181487,329181484
python314Packages.tree-sitter-grammars.tree-sitter-tact,329181516,329181517,329181519,329181511
python314Packages.tree-sitter-grammars.tree-sitter-vue,329181639,329181631,329181638,329181640
python314Packages.tstr,328599568,328599567,328599630,328599562
python314Packages.tt-flash,329234351,329234343,329234347,329234349
python314Packages.typecode,329181899,,,
python314Packages.unearth,329182007,329182005,329182006,329182004
python314Packages.vowpalwabbit,,,328600878,328600881
python314Packages.wapiti-arsenic,329182307,329182305,329182308,329182304
python314Packages.wasmtime,329221451,329221452,329221453,329221454
python314Packages.weasyprint,,,329244596,329244597
python314Packages.wikitextprocessor,,,329221484,
python314Packages.ws4py,,,,329182554
pywal16,,,329220575,329220576
qalculate-gtk,,,,329221498
qcm,328979670,328979676,,
qelectrotech,328979688,328979693,,
qemu-python-utils,,,329182771,329182768
qgo,,,328979703,328979702
qgrep,,,328602626,328602618
qmic,,,,328602693
qt6.qtwebengine,,,329103893,329103892
qt6Packages.mlt,,,328987672,328987668
qt6Packages.qtwebengine,,,329103898,329103897
qtwebapp,,,328980503,328980501
quassel,,,,328980518
quasselClient,,,,328980520
quasselDaemon,,,,328980530
quaternion,,,328980531,328980529
quill,328603728,328603714,,
r2modman,,,329221547,329221548
rabbit-ng,,328876301,,
rage,,,328603925,
rappel,,328604089,,
rarezip,,,328604107,328604088
ratpoints,,,329234491,329234489
rdpgw,,,328775897,328775884
reaper-sws-extension,,,328604506,328604508
recoll-nox,,,329234498,329234495
recoll,,,329234496,329234502
recordbox,328957019,328957018,,
redo-apenwarr,,,,329182908
reindeer,,,328604817,328604819
remarkable-toolchain,328604850,,,
remarkable2-toolchain,328604841,,,
rep-gtk,,,328604957,328604959
replibyte,,,328605019,328604984
reredirect,329221600,,,
resticprofile,328980649,328980638,328980640,328980643
retdec,328876601,,,
rethinkdb,,,328605158,328605146
rhvoice,328876645,328876657,328605299,328605302
ristate,,,328605483,328605482
river-classic,,328980667,,
river-filtile,,,328605509,328605546
river,,328980668,,
rkdeveloptool-pine64,,,328605569,328605547
rlottie,,,328605592,328605590
rnnoise-plugin,,,328605683,328605676
